query_id	query	neural answer	neural_label	neural_full	labeller's opinion
1027209	who does cameron boyce play in liv and maddie	Get ready for some serious LOLs, you guys. In an EXCLUSIVE sneak peek at the Apr. 19 episode of Liv & Maddie called “Prom-A-Rooney.” Obviously. In the hilarious clip, we see Jessie star Cameron Boyce hop over to a different Disney show to meet Maddie (Shelby Wulfert). His character is, um, eccentric!	No	No, the answer does not directly answer the question. The answer provides information about an episode of Liv & Maddie and mentions Cameron Boyce's appearance, but it does not state who Cameron Boyce plays in the show.	No
989912	where is overhaulin located	The last show filmed on the Overhaulin’ set, located in Huntington Beach, California, was the “Marcus and Morgan Luttrell” episode featuring a ’67 Ford Mustang. Chip Foose Tapes the Last Overhaulin’ TV Show.	No	No. The answer does not directly answer the question. The answer provides information about the last show filmed on the Overhaulin' set, but it does not provide the location of the Overhaulin' set itself.	Yes
544745	weather in lahinch ireland	Lahinch: Weather Forecast. The warmest day over the next 7 days in Lahinch is forecast to be 16th April at 13°C (55°F) and the warmest night on 15th April at 8°C (46°F). The average temperature over the next 7 days is forecast to be 12°C (54°F) and there will be 3 days of sunshine . The average for April is 0°C (0°F) in Lahinch.	No	No, the answer does not directly answer the question. The answer provides information about the weather forecast in Lahinch over the next 7 days but does not state the current weather in Lahinch, Ireland.	No
1092910	meaning of yean	yean (v.) Old English eanian to bring forth (young), especially in reference to sheep or goats, from Proto-Germanic *aunon (cognate with Dutch oonen), from PIE *agwh-no-lamb (source also of Greek amnos lamb, Latin agnus, Old Church Slavonic agne, Old Irish uan, Welsh oen). Yeanling young lamb, kid is recorded from 1630s.	No	No, the answer does not directly answer the question. The answer provides information about the etymology and usage of the word "yean," but it does not provide a clear and specific definition of the word itself. To determine the meaning of "yean," additional information or sources may be needed.	Yes
160787	do you need a photography degree	What education do you need to become a Photographers? 1. You need either a bachelor's degree in visual arts, specializing in photography, or specialized training in photography in high school, college or specialized training schools, or you need extensive on-the-job training under the supervision of a photographer. 2. You may need experience in, or knowledge of, computerized photography/digital imaging. 3. You need to demonstrate your creative/technical ability with a portfolio of your work. 4. Most recent entrants have a community college diploma.	No	No. The answer does not directly answer the question of whether a photography degree is needed. Instead, it provides information about the education and training requirements to become a photographer, including the options of having a degree, specialized training, on-the-job training, and a portfolio of work to demonstrate creative/technical ability. However, it does not specifically state whether a photography degree is required.	No
1092792	members of the wrecking crew	Musician Carol Kaye and The Wrecking Crew member Bill Pitman Magnolia Pictures Beatles' Brian Wilson, center and The Wrecking Crew members Hal Blaine, left, and Ray Pohlman, right	No	No, the answer does not directly answer the question. The answer provides information about some members of The Wrecking Crew, specifically Carol Kaye, Bill Pitman, Hal Blaine, and Ray Pohlman, but it does not explicitly state all the members of The Wrecking Crew.	Yes
94953	columbus iron works	History of the Columbus Iron Works The Columbus Iron Works, 1853 - 1965 Click here to go to History Photo Gallery : For over a century, the Columbus Iron Works, from its plant south of the Dillingham Street Bridge, furnished goods for homes, farms, steamboats, and mills.	No	No, the answer does not directly answer the question. The answer provides information about the history of the Columbus Iron Works, but it doesn't answer the question "columbus iron works" itself. The answer does not provide a clear explanation or description of what the Columbus Iron Works is or what it does.	Yes
164912	does collagen affect hair color	· just now. Report Abuse. I'm almost positive collagen isn't effective on hair. Collagen is found in skin, it is what keeps skin firm and young looking. once collagen begins to break down, we get wrinkles and loss of firmness. I don't think the body produces collagen in hair.. curious · 8 years ago. Thumbs up. 0. Thumbs down. 1. Comment. Add a comment. Submit.	No	No. The answer does not directly answer the question. The respondent states that they are almost positive collagen isn't effective on hair and mentions that collagen is found in the skin. However, they do not provide a direct answer to whether collagen affects hair color or not.	No
371420	how to obtain notary identification florida	Florida Notary Process. How to become a Notary in Florida. Make sure you meet the qualifications to become a Notary. Contact an approved bonding agency to obtain your surety bond, order your Notary seal, remit the required $39 fee to become a Notary and complete your application. Take an approved education course.	No	No.  Explanation: The answer provides information on the process of becoming a notary in Florida, but it does not directly address how to obtain notary identification in Florida. It focuses on the steps to become a notary, rather than the specifics of obtaining notary identification.	Yes
1094731	hydrocodone price per pill	The retail price of hydrocodone is typically $1.5 or less per pill; the price will depend on the pharmacy that you buy it at. There is a possibility to obtain hydrocodone cheaper using the drugs.com discount card. Most stores accept it. With that coupon you can expect to pay the following price: Liquid form of acetaminophen/hydrocodone: 1  $0.64 per unit of 108 mg – 2.5 mg/5 mL. 2  $0.36 per unit of 217 mg – 5 mg/10 mL.	No	No. The answer provides information about the retail price of hydrocodone and ways to obtain it at a cheaper price using a discount card, but it does not directly answer the question of the price per pill. The answer only mentions the price per unit of the liquid form of acetaminophen/hydrocodone, which is not the same as the price per pill.	Yes
997872	where is the sugar bowl	Sugar Bowl is a ski and snowboard area in northern Placer County near Norden, California along the Donner Pass of the Sierra Nevada, approximately 46 mi (74 km) west of Reno, Nevada on Interstate 80, that opened on December 15, 1939.[1] Sugar Bowl is a medium sized ski area in the Lake Tahoe region, and is well known for its long history, ...	No	No, the answer does not directly answer the question. The answer provides information about Sugar Bowl as a ski and snowboard area in California, but it does not state where the specific sugar bowl is located.	Yes
285656	how many hours a week do pathologists work	A typical workday can last 10 to 12 hours or longer, particularly if the forensic pathologist must examine a distant death site. Part of the workday also may include writing official reports and making court appearances.	No	No. The answer provided does not directly answer the question of how many hours a week pathologists work. While it mentions the length of a typical workday and includes tasks that may extend the work hours, it does not provide a specific answer regarding the number of hours worked in a week.	No
1037722	creta car price in pune	The Hyundai Creta is priced at Rs 9,33,653 ex-showroom and Rs 10,67,393 on-road in Pune. Availability and waiting periods for the Hyundai Creta in Pune would differ from dealership to dealership. Hyundai Creta COMPETITORS	No	No. The answer provides information about the price of the Hyundai Creta in Pune, but it does not directly answer the question which asks for the "creta car price in pune." The answer could be improved by simply stating "The Hyundai Creta is priced at Rs 9,33,653 ex-showroom and Rs 10,67,393 on-road in Pune."	Yes
21861	are corn snakes poisonous	Their docile nature, reluctance to bite, moderate adult size, attractive pattern, and comparatively simple care make them popular pet snakes. Though superficially resembling the venomous copperhead and often killed as a result of this mistaken identity, corn snakes are harmless and beneficial to humans. Corn snakes lack venom and help control populations of wild rodent pests that damage crops and spread disease.	No	No. The answer does not directly answer the question "Are corn snakes poisonous?" Instead, it provides information about their behavior, popularity as pets, appearance, and benefits to humans. While it mentions that corn snakes lack venom, it does not explicitly state whether or not they are poisonous.	Yes
1067659	what is a seller's contribution	An amount for a seller’s contribution to the buyers’ closing costs should be in Paragraph 12A(1)(b) of the contract. If the buyers were using a government loan program for the purchase, this contribution would first cover expenses related to the program, but this does not apply in this situation.	No	No. The answer does not directly answer the question "what is a seller's contribution." Instead, it provides information on where to find the mention of a seller's contribution in a contract and mentions a specific scenario in which the contribution may not apply. It does not provide a clear and concise definition or explanation of what a seller's contribution is.	No
1086266	what causes a burning sensation in my ankle	The following medical conditions are some of the possible causes of Ankle burning sensation. There are likely to be other possible causes, so ask your doctor about your symptoms. Diabetes. Peripheral artery disease.	No	No. The answer does not directly answer the question. Instead, it provides a list of possible medical conditions that could cause a burning sensation in the ankle and suggests consulting a doctor for further information. The answer does not specify the specific cause of the burning sensation in the ankle or provide any alternative ways to determine the cause.	Yes
737940	what is decon on nfl uniforms	From Wikipedia, the free encyclopedia. Decontamination (sometimes abbreviated as decon, dcon, or decontam) is the process of cleansing an object or substance to remove contaminants such as micro-organisms or hazardous materials, including chemicals, radioactive substances, and infectious diseases.	No	No. The answer does not directly answer the question of what "decon" refers to in NFL uniforms. Instead, it provides a general definition of decontamination. A direct answer would specifically address the term "decon" as it relates to NFL uniforms.	No
276329	how many calories do strawberry jello have	Calories in Strawberry Jello Salad. *Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs. Some of these foods were entered by users and are subject to error.	No	No  Explanation: The answer provided does not directly state how many calories strawberry jello has. Instead, it provides a statement about daily values and the potential for error in the information. It does not give a clear and direct answer to the question.	No
1052585	what is john wayne real name	John Wayne. For other uses, see John Wayne (disambiguation). Marion Mitchell Morrison (born Marion Robert Morrison; May 26, 1907 – June 11, 1979), known professionally as John Wayne and nicknamed Duke, was an American actor and filmmaker. An Academy Award-winner for True Grit (1969), Wayne was among the top box office draws for three decades.	No	No. The answer provided does not directly answer the question "what is John Wayne's real name." Instead, it provides information about John Wayne's professional name, Marion Mitchell Morrison, and his nickname, Duke, along with his career achievements. The answer does not provide the direct answer of John Wayne's real name.	Yes
1005678	which artists recorded in the still of the night	In the Still of the Night was also recorded by the Beach Boys on their 1976 album 15 Big Ones. Lead vocals were by drummer Dennis Wilson. Songwriters Mike Reid and Troy Seals incorporated the song in the 1985 song Lost in the Fifties Tonight (In the Still of the Night), performed by Ronnie Milsap.	No	No.  Explanation: The answer provides information about other artists who have recorded a song called "In the Still of the Night," but it does not directly answer the question of which artists recorded in the still of the night. It provides information tangentially related to the question but does not address the specific query.	Yes
1040684	who is the killer any detective	The Killing is an American crime drama television series that premiered on April 3, 2011, on AMC, based on the Danish television series Forbrydelsen. The American version was developed by Veena Sud and produced by Fox Television Studios and Fuse Entertainment. Set in Seattle, Washington, the series follows the various murder investigations by homicide detectives Sarah Linden and Stephen Holder. AMC announced the series' cancellation in July 2012, but picked it up for a third season after a reneg	No	No. The answer provided does not directly answer the question of who the killer is. Instead, it provides information about a TV series called "The Killing."	No
281270	how many days for an echeck to process?	Step 5. Submit your eCheck. eChecks commonly take three to five business days to clear your account and be deposited to the account of the payee (as long as the payee is registered with your chosen bill pay service).	No	No. The answer does not directly answer the question as it provides information about how long eChecks commonly take to clear and be deposited, but it does not specifically state the number of days.	Yes
245120	how long do fresh pies last	So, how long do pies last? Pies last about 2-4 days after their printed date in the refrigerator and about 6-9 months in the freezer, as noted on the following table: Pie Expiration Date Fridge	No	No   Explanation: The answer provides information about how long pies last in the refrigerator and freezer, but it does not directly answer the question of how long freshly baked pies last.	No
1002148	when will foxconn begin manufacturing	We have significant plans for India and we see huge potential in the country, Foxconn Technology said. This includes plans to establish 10 to 12 manufacturing facilities in the country by 2020, which would generate around 1 million job opportunities. The news follows a trip to India by Foxconn founder Terry Gou last weekend.	No	No. The answer does not directly answer the question of when Foxconn will begin manufacturing. Instead, it provides information about their plans for India and the number of manufacturing facilities they plan to establish by 2020. It does not provide a specific timeline or date for when manufacturing will begin.	No
25294	are tesla electric cars	Tesla Cars. Tesla is a brand of all electric vehicles founded in 2003 by Martin Eberhard and Marc Tarpenning in San Carlos, California. The company's first product was the Tesla Roadster, which has been joined by the Model S sedan.esla Motor Company, maker of the Model S electric car, is recalling 29,222 wall charger adapters following reports of overheating in owners' garages.	No	No. The answer does not directly answer the question. While the answer provides information about Tesla being a brand of electric vehicles and mentions a recall, it does not state whether Tesla cars are electric or not.	Yes
1084713	what do rich people complain about	Rich people complain about how little they have in savings. Often in front of their poor friends while the broke friends just look at each other whenever the word ‘savings’ is uttered and break into laughter, as for them, surviving is enough.	No	No. The answer does not directly answer the question. Instead of specifying what rich people complain about, the answer goes off on a tangent about their behavior and how it contrasts with the behavior of their poor friends. It does not provide a direct answer to the question.	Yes
1093556	largest onion producers	india   AnswerFor the period 1961 - 2005, China has been the world's largest producer of dry-bulb onions. India comes in second, followed by the US.	No	No, the answer does not directly answer the question. The question asks for the largest onion producers, but the answer only provides the ranking based on the period 1961-2005. It does not specifically state that India is the largest onion producer.	Yes
1062457	why did franklin d roosevelt launch a new programs during his first hundred days in office	Why did franklin roosevelt launch new deal programs during his first hundred days in office? - 3518024	No	No. The answer does not directly answer the question. Instead, it seems to be repeating the question itself. The answer should provide an explanation or reason for why Franklin D. Roosevelt launched new programs during his first hundred days in office.	No
569473	what are the effects of sediment transport	In addition to the effect on aquatic life, the loss of sediment transport and deposition can cause physical changes to the terrain. Downstream of dammed rivers, it is common to see receding riparian zones and wetlands due to the loss of transported sediment 8.	No	No. The given answer does not directly answer the question. The effects of sediment transport are not provided, only the consequences of the loss of sediment transport and deposition are mentioned.	Yes
796812	what is slack space	Slack is being used as the primary means of communication at companies of every size across a range of industries. Customers include Comcast, Walmart, Blue Bottle Coffee, a large number of start-ups and several media companies, including The New York Times.	No	No, the answer does not directly answer the question. The answer provided talks about the use of Slack as a communication tool at various companies, but it does not explain what slack space actually is.	No
422501	is rhinitis painful	The general symptoms of rhinitis are congestion, runny nose, and postnasal drip, in which mucus drips into the throat from the back of the nasal passage, especially when lying on the back. Symptoms may vary depending on the cause of rhinitis.	No	No. The answer provided does not directly answer the question of whether rhinitis is painful or not. It provides information about general symptoms of rhinitis, but does not specifically address the level of pain associated with the condition.	No
583798	what cause gi problems	There are a number of gastrointestinal problems that are caused by anxiety and stress. They include Irritable Bowl Syndrome (IBS), diarrhea, nausea, vomiting and ulcerated colitis. Every single malfunction in the gastrointestinal tract is caused by anxiety and stress. The peace of God in your heart regarding issues in your life is the cure with the exception of Crones disease, which is an autoimmune disease.	No	No, the answer does not directly answer the question. The answer goes into detail about gastrointestinal problems that are caused by anxiety and stress, but it does not provide a direct answer to what causes GI problems. Additionally, the inclusion of religious beliefs and exceptions for specific conditions does not address the direct cause of GI problems.	Yes
1087050	what are the fentanyl dosages?	Fentanyl doses are highly individualized and will differ among the various fentanyl products. These products are not interchangeable and their doses should not be considered equal. For some fentanyl medications, the initial dosage will be the same for most people. For other products, the initial dose will depend on other factors, such as other pain medications taken. If your initial dose adequately relieves your pain, you will likely continue with this amount.	No	No Explanation: The answer provided does not directly answer the question of what the specific fentanyl dosages are. Instead, it explains that fentanyl dosages are highly individualized and vary among different products, and that the initial dosage may depend on various factors. While this information is related to fentanyl dosages, it does not provide a clear and specific answer to the question.	No
1095306	how old did t rex live til	Where Did T Rex Live. A T-Rex usually lived for around 25-29 years. That was the average life span of a single individual. You have to remember though, it was 65 million years ago, and there were a lot of other dinosaurs around.	No	No. The answer provided does not directly answer the question of "how old did T-Rex live til". Instead, it provides information about the average lifespan of a T-Rex, but it does not specifically state the age at which they lived until.	Yes
388950	hp envy size	New HP Envy laptops go big. Along with 14 and 15-inch models, the revamped Envy line highlights a rare new 17-inch laptop. [MUSIC] Wide variety of new high end back to school laptops, I'm Dan Ackerman, and this the new HP Envy line for 2015. Envy is the higher end of HP's PC line, and here we've got New 14 inch, 15 inch, and 17 inch models. They're all going to be available with current Gen Intel or AMD processors.	No	No. The answer does not directly answer the question about the size of the HP Envy. Instead, it provides information about the availability of different models and processors without specifying the exact size of the HP Envy laptop.	Yes
1043064	what is the chemical formula for oxygen tetrafluoride?	Even the chemical formula of O 4, tetraoxygen, is predictable as a group 16 element. One exception is copper, for which the highest oxidation state oxide is copper(II) oxide and not copper(I) oxide. Another exception is fluoride, which does not exist as one might expect—as F 2 O 7 —but as OF2.	No	No. The answer does not directly answer the question. The answer provides general information about chemical formulas and exceptions, but it does not provide the specific chemical formula for oxygen tetrafluoride.	No
1096262	how much do you make at tesla	110 Tesla Motors Employee Salaries. Browse Tesla Motors Salaries by Job Title →. Tesla Motors employees earn $71,500 annually on average, or $34 per hour, which is 16% higher than the national salary average of $61,000 per year.	No	No. The answer does not directly answer the question "how much do you make at Tesla." Instead, it provides salary information for Tesla Motors employees on average. It does not specifically state the salary of the person answering the question, so it does not directly answer the question.	Yes
1016254	what type of beef is used for beef & broccoli	Easy Beef and Broccoli Stir Fry Recipe Tips The cut of beef and how you slice it will affect the tenderness of the beef when it’s cooked. We normally use flank steak for beef and broccoli stir fry because of its’ strong beefy flavors.	No	No, the answer does not directly answer the question. The answer provides information about the cut of beef used for beef and broccoli stir fry, but it does not specify the exact type of beef.	Yes
590433	what causes over pronation of the foot	In most instances, the real cause of the problem (and/or over pronation) is the inefficient protective reflex mechanics that have been conditioned by cushioned, supportive, and restrictive footwear, and further exacerbated by rigid soles, heel height, and heel flare.	No	No  Explanation: The answer provides a possible cause of over pronation, which is inefficient protective reflex mechanics conditioned by certain types of footwear. However, it does not directly answer the question of what specifically causes over pronation of the foot.	Yes
477380	population of buffalo	Buffalo Population 2017. Buffalo has an estimated population of 261,000, which ranks 73rd in the United States. The city proper has a population density of 6,436 people per square mile (2,568 per square kilometer). The urban population is about 936,000, whih ranks 46th in the country. The Buffalo-Niagara Falls metropolitan area has a combined population of about 1.3 million and the 49th largest in the U.S., while the Combined Statistical Area has a population of 1.2 million.	No	No, the answer does not directly answer the question about the population of buffalo. The answer provides information about the population of the city of Buffalo and its surrounding areas, but it does not specifically mention the population of buffalo (the animal).	Yes
407869	is death a natural disaster	The manner of death is determined by the medical examiner. Natural is defined as death caused solely by disease or natural process. If natural death is hastened by injury (such as a fall or drowning in a bathtub), the manner of death is not considered natural.	No	No. The answer provided does not directly answer the question "Is death a natural disaster?" Instead, it provides information about how the manner of death is determined and what constitutes a natural death. It does not address the aspect of death being a natural disaster or not.	No
1010173	what year was ruby bridges awarded the presidential medal of honor	Ruby Bridges Foundation. she founded in 1999. Her story has been commemorated in books, films and in the Norman Rockwell painting, “The Problem We All Live With.” In 2001, Ruby was awarded the . Presidential Citizens Medal by President Bill Clinton. and in 2007 her life was highlighted along with Anne Frank and Ryan White in	No	No. The answer does not directly answer the question of what year Ruby Bridges was awarded the presidential medal of honor. While it provides information about Ruby Bridges and some of her achievements, it does not specify the year she received the medal.	Yes
463230	neonatal hemochromatosis causes	The exact cause of neonatal hemochromatosis is unknown. There are two schools of thought: one hypothesizes that injury to the liver causes abnormal handling of iron by the liver; the other hypothesizes that the abnormal handling of iron by the liver leads to liver injury and failure.	No	No. The answer does not directly answer the question. Instead, it provides information about the different hypotheses regarding the cause of neonatal hemochromatosis. It does not state the direct cause of neonatal hemochromatosis, but rather discusses two theories about the relationship between liver injury and abnormal iron handling.	Yes
1090358	strophe meaning	Noun. 1. strophe-one section of a lyric poem or choral ode in classical Greek drama. lyric poem, lyric-a short poem of songlike quality. stanza-a fixed number of lines of verse forming a unit of a poem.	No	No. The answer provides definitions for words related to the term "strophe" but does not directly answer the question of what "strophe" means. It does not provide a clear and concise explanation of the meaning of "strophe" itself.	Yes
1016565	what tv shows did mark ruffalo star in	Ruffalo has managed to maintain his diversity of experiences, with roles in Begin Again, Now You See Me, The Normal Heart, and Foxcatcher. In fact, both Norton and Ruffalo could go head to head in this year’s Best Supporting Actor category, where 40 percent of the nominees could be Hulks.	No	No. The answer does not directly answer the question. The answer mentions some movies that Mark Ruffalo has starred in, but it does not specify any TV shows that he has been a part of.	No
375291	how to reduce swelling of non painful tonsils	to reduce tonsil swelling you should get your tonsils removed, of eat lots of nonsolid foods like yogurt, pudding, jello, soup, or icecream. to reduce tonsil swelling you should get your tonsils removed, of eat lots of nonsolid foods like yogurt, pudding, jello, soup, or icecream. 5 people found this useful.	No	No. The answer does not directly answer the question of how to reduce swelling of non-painful tonsils. Instead, it provides a recommendation to get the tonsils removed, which is not applicable to the situation described. Additionally, it suggests consuming certain foods but does not provide any explanation or reasoning behind this advice. The mention of 5 people finding it useful does not contribute to addressing the question either.	Yes
729672	what is charter bus	Charter bus companies take guests on predetermined sightseeing trips or transport guests to special events. Most trips are booked in advance, so charter bus company owners are responsible for maintaining a schedule and safe, efficient routes for transportation. In some instances, the charter bus company may take on the role of tour guide, providing useful or interesting information to guests en route.	No	No  Explanation: The answer provides information about what charter bus companies do, including taking guests on sightseeing trips, transporting guests to special events, and potentially serving as tour guides. However, it does not directly answer the question of what a charter bus is. It only explains the role and responsibilities of charter bus companies.	Yes
1083017	what does sibs stand for	What does Undefined SIBS stand for? Hop on to get the meaning of SIBS. The Undefined Acronym /Abbreviation/Slang SIBS means Silverlake Integrated Banking System. by AcronymAndSlang.com	No	No. The answer does not directly answer the question "what does sibs stand for?" Instead, it redirects the reader to another resource to find the meaning of "SIBS" without providing a clear and concise explanation of the acronym itself.	Yes
988512	who is your favourite drink?	Originally Answered: What is your favorite drink and why? My favorite drink is lemon Juice, Pepsi & Fruti because it keeps me refreshing and energetic. 15 Views · View Upvoters	No	No. The answer does not directly answer the question. The question asks "Who is your favorite drink?" but the answer provides information about the respondent's favorite drinks without mentioning a person or entity.	No
537410	virus reproduce name	Replication of Viruses. A virus replicates [the term often heard in place of reproduces] inside a host cell with the process called the Lytic Cycle. The details of the steps of the Lytic Cycle are in the related questions below in the Related Questions section. viruses reproduce by attatching to a host cell and injecting their nucleic acid into the host cells chromosome, then they can either stay dormant or the will take over t … he cell, reproduce and then burst out of the cell which kills the host cell. 3 people found this useful.	No	No. The answer provided does not directly answer the question "virus reproduce name." While the answer does provide information on how viruses replicate, it does not specifically mention the name of the process or mechanism by which viruses reproduce.	Yes
1102390	why do children get aggressive	Aggression in children can present problems for parents, caregivers, teachers and school administrators. Understanding the different types of aggression may help you to come up with a strategy for dealing with a child’s aggressive behavior.	No	No. The answer does not directly answer the question "why do children get aggressive." Instead, it provides information about the challenges of dealing with aggression in children and suggests a strategy for handling aggressive behavior. The answer does not address the underlying reasons or causes for children becoming aggressive.	No
1029003	what is varignon's theorem	Home → Varignon’s Theorem varignon’s theorem The moment of the ·resultant of a number of forces about any point is equal to the algebraic sum of the moments of all the forces about the same point. Proof.	No	No. The answer provided does not directly answer the question. It provides a brief description of Varignon's Theorem but does not explain what it is. Additionally, it includes the term "Proof," suggesting that it is providing evidence or justification for the theorem rather than a direct answer to the question.	Yes
1047269	what is region 2	Part 1. What is a region 2 DVD? DVD region code is used to protect copyright and film distribution rights, so as to ensure movie studio profits. Region 2 includes Japan, Europe, South Africa, Middle East and Greenland. A commercial region 2 DVD is made in these countries can only be played on DVD players manufactured in these countries.	No	No. The answer does not directly answer the question "what is region 2." Instead, it provides information about DVD region codes and countries included in region 2. While this answer provides related information, it does not define or describe what region 2 is, which was the question being asked.	No
807880	what is the bcbs anthem insurance	Health insurance and medical insurance for individuals, families & employers. Find Anthem BlueCross BlueShield (BCBS) health and medical insurance information for visitors, members, individuals & families, employers, brokers & producers.	No	No. The answer provided describes what Anthem BlueCross BlueShield (BCBS) offers in terms of health and medical insurance, but it does not directly answer the question of what BCBS Anthem insurance specifically is. The answer provides general information about the types of insurance offered by BCBS, but it does not provide a specific definition or explanation of BCBS Anthem insurance.	No
987066	who was a doctor tha	Dr. Tha U, MD is a neurology specialist in Woodbridge, VA and has been practicing for 31 years. He graduated from Branch Faculty Of Medicine, University Of Rangoon in 1987 and specializes in neurology.	No	No, the answer does not directly answer the question. The answer provides information about a specific doctor named Dr. Tha U, MD, but it does not answer the question of who was a doctor named Tha.	Yes
144528	did mayweather get arrested?	Mayweather has been arrested several times since 2002 in battery and violence cases in Las Vegas and in his hometown of Grand Rapids, Mich. He was convicted in 2002 of misdemeanor battery stemming from a fight with two women at a Las Vegas nightclub.	No	No, the answer does not directly answer the question. The answer provides information about Mayweather's arrest history, but it does not specifically address whether Mayweather was arrested at the time in question.	Yes
1096533	average oxygen level	The earth's atmosphere is approximatively 21% oxygen (really about 20.95%). 78% is nitrogen. The rest is a small mixture of other gases. 7 people found this useful.	No	No. The answer provides information about the composition of the Earth's atmosphere, including the percentage of oxygen, nitrogen, and other gases, but it does not directly answer the question about the average oxygen level. The answer does not provide a specific value for the average oxygen level and instead focuses on the overall composition of the atmosphere.	No
1042399	who is tom cavanagh?	Grodd (via Harrison Wells) Thomas Patrick Tom Cavanagh (born October 26, 1963) is a Canadian actor. He portrays the various iterations of Harrison Wells on The Flash.	No	No, the answer does not directly answer the question. The answer provides information about Tom Cavanagh's portrayal of Harrison Wells on The Flash, but it does not directly state who Tom Cavanagh is.	Yes
91790	chili's pork carnitas calories	Calories in Chili&#039;s Pork Carnitas Tacos (3) - Nutritional Information and Diet Info.	No	No. The answer does not directly answer the question. It provides information about the nutritional information and diet info of Chili's Pork Carnitas Tacos, but it does not specifically mention the calorie count.	No
1057367	what is curosurf ?	CUROSURF is an extract of natural porcine lung surfactant consisting of 99% polar lipids (mainly phospholipids) and 1% hydrophobic low molecular weight proteins (surfactant associated proteins SP-B and SP-C).CUROSURF is a white to creamy white suspension of poractant alfa.Each milliliter of suspension contains 80 mg of poractant alfa (surfactant extract) that includes 76 mg of phospholipids and 1 mg of protein of which 0.45 mg is SP-B.UROSURF is an extract of natural porcine lung surfactant consisting of 99% polar lipids (mainly phospholipids) and 1% hydrophobic low molecular weight proteins (surfactant associated proteins SP-B and SP-C).	No	No. The answer provided does not directly answer the question "what is curosurf?" The answer provides information about the composition and ingredients of curosurf, but it does not explicitly state what curosurf is or its purpose.	Yes
964152	when will the hurricane be available in star citizen	The Hurricane is currently scheduled to become flight-ready later this year. Because it is a smaller spacecraft, which uses the existing Anvil design aesthetic and dogfighting mechanics already tested in the Star Citizen Alpha, we expect it to come online earlier in the pipeline. Visit the Hurricane.	No	No, the answer does not directly answer the question. The answer provides information about the scheduled availability of the Hurricane spacecraft in Star Citizen, but it does not specify when exactly it will be available. It redirects the reader to "visit the Hurricane" which suggests finding more information elsewhere.	No
1061762	what is appn do	Advanced Peer-To-Peer Networking (APPN) Definition - What does Advanced Peer-To-Peer Networking (APPN) mean? Advanced Peer-to-Peer Networking (APPN) is part of an IBM Systems Network Architecture (SNA). It involves protocols for allowing computers to communicate between themselves, rather than being dominated by a central server or other hardware piece.	No	No. The answer provides a definition and explanation of what Advanced Peer-to-Peer Networking (APPN) is, but it does not directly answer the question "what does APPN do?" The answer does not specify the actions or functions performed by APPN, but rather focuses on its definition and its role within the IBM Systems Network Architecture (SNA).	Yes
1033912	who is jack valentine	Jack-O' Valentine (or just Jack-O' for short), is a character in the Guilty Gear series. She's one of the three Servants of That Man alongside Raven and I-No. Because her awakening remains incomplete, she can't function without her mask and toffee. Her past is shrouded in mystery, and her own memories are vague.	No	No, the answer does not directly answer the question "who is Jack Valentine." The answer provided provides information about a character named Jack-O' Valentine from the Guilty Gear series, but it does not give details about the specific identity or background of the person referred to as Jack Valentine.	Yes
77491	can you freeze buttercream frosting	Can I freeze buttercream frosting? I made a huge batch of sugar cookies last night (super cute footballs and helmets for a coworker who's son is leaving for college to play football this week) and i made way too much of the chocolate.	No	No. The answer does not directly answer the question. The response given relates to the topic of freezing baked goods and not specifically addressing whether buttercream frosting can be frozen.	No
988636	who is the reclaimer	Reclaimer is a Gear Set in Tom Clancy's The Division, added in Update 1.3. Designed for those in a healing and support role, it is a set focused entirely on the Support Station, providing an...	No	No, the answer does not directly answer the question "who is the reclaimer." The answer provides information about a gear set called "Reclaimer" in a video game. It does not provide any information about who the reclaimer is.	No
993996	which movement increases the angle between articulating bones?	Flexion: Bending movement and decreases the angle between articulating bones. Extension: Straightening movement and increases the angle between Articulating bones. Both Flexion and Extension are found in nearly all synovial joints (freely moving) like toes, hands, knee and elbows, and usually occurs on the sagital plane.	No	No. The answer does not directly answer the question. While it provides information about flexion and extension movements in synovial joints, it does not specifically state which movement increases the angle between articulating bones.	Yes
1084038	what does conservatorship mean in real estate?	Conservatorship is a legal term referring to the legal responsibilities of a conservator over the affairs of a person who has been deemed gravely disabled by the court and unable to meet his or her basic needs of food, clothing, and shelter.	No	No. The answer provided does not directly answer the question because it explains the meaning of conservatorship in a general legal context, rather than specifically addressing its meaning in real estate.	No
1096712	how many reps does missouri have	Missouri elects 8 of the total 435 members to the United States House of Representatives. 1  U.S. House of Representatives website. 2  Watch Live Debate. 3  Representatives from Missouri. 4  District 1 – William “Lacy” Clay, Jr.	No	No. The answer does not directly answer the question of how many representatives Missouri has. Instead, it provides additional information about the number of representatives Missouri elects to the United States House of Representatives.	Yes
1084986	what did shirley ann jackson accomplish	A lmost 40 years separate Shirley Ann Jackson's achievement, as the first African-American woman to earn a Ph.D. in theoretical high energy physics at Massachusetts Institute of Technology, and Jedidah Isler, the first African-American woman to receive a Ph.D. in Astrophysics from Yale.	No	No. The answer does not directly answer the question "what did Shirley Ann Jackson accomplish?" Instead, it provides information about the achievements of Shirley Ann Jackson and Jedidah Isler, but it does not specifically mention the accomplishments of Shirley Ann Jackson.	Yes
